Farmer_Message,Advisor_Reply,Crop,Problem_Type,Language,Location,Season,Urgency_Level,Sentiment,Advisor_Type,Product_Recommended,Cost_Estimate,Follow_Up_Required,Message_Length,Intent_Tag,Timestamp
म्हज्या गहू आक उपकरण समस्या नुकसान जालें।,खत ची फवारणी कर।,Wheat,Equipment,Konkani,Kerala,Rabi,Low,Angry,Govt_Expert,Fertilizer,4647,Yes,7,ask_advice,02/05/2024 22:47
मेरे आलू को बाजार की समस्या ने नुकसान कर दिया है।,कीटनाशक का छिड़काव करो।,Potato,Market,Haryanvi,Bihar,Zaid,High,Hopeful,AI,Pesticide,2392,Yes,11,ask_advice,03/11/2024 11:02
ਮੇਰੀ ਮਸਾਲੇ ਨੂੰ ਪੋਸ਼ਕ ਤੱਤਾਂ ਦੀ ਕਮੀ ਨੇ ਨੁਕਸਾਨ ਪਹੁੰਚਾਇਆ ਹੈ।,ਫੰਜੀਸਾਈਡ ਦਾ ਛਿੜਕਾਅ ਕਰੋ।,Spices,Nutrient,Punjabi,Maharashtra,Winter,Medium,Worried,Govt_Expert,Fungicide,448,Yes,11,ask_advice,16/03/2025 18:12
म्हज्या ऊस आक हवामान समस्या नुकसान जालें।,ठिबक सिंचन किट वापर।,Sugarcane,Weather,Konkani,Goa,Winter,Low,Hopeful,Govt_Expert,Drip Kit,593,No,7,ask_advice,23/03/2024 10:17
मेरे गन्ना को रोग ने नुकसान कर दिया है।,नीम का तेल का उपयोग करो।,Sugarcane,Disease,Haryanvi,Arunachal Pradesh,Monsoon,High,Worried,Govt_Expert,Neem Oil,1565,No,9,ask_advice,16/10/2024 14:30
કેળું નું પાક જંતુઓ ને કારણે ખરાબ થઈ રહ્યું છે.,લીમડો તેલ નો છંટકાવ કરો.,Banana,Pest,Gujarati,Haryana,Monsoon,Medium,Frustrated,Govt_Expert,Neem Oil,803,No,10,ask_advice,05/04/2024 18:57
म्हज्या मसालो आक उदकाचो अभाव नुकसान जालें।,बुरशीनाशक वापर।,Spices,Water,Konkani,Nagaland,Rabi,High,Worried,NGO,Fungicide,2321,No,7,ask_advice,03/07/2024 23:49
കാപ്പി വിള രോഗം മൂലം നശിക്കുന്നു.,കീടനാശിനി തളിക്കുക.,Coffee,Disease,Malayalam,Jharkhand,Rabi,Medium,Frustrated,Human,Pesticide,2280,Yes,16,ask_advice,06/01/2024 15:48
ਆਲੂ ਦੀ ਫਸਲ ਉਪਕਰਣ ਦੀ ਸਮੱਸਿਆ ਕਾਰਨ ਖਰਾਬ ਹੋ ਰਹੀ ਹੈ।,ਮਿੱਟੀ ਦੀ ਜਾਂਚ ਕਰੋ ਅਤੇ ਕੀਟਨਾਸ਼ਕ ਲਗਾਓ।,Potato,Equipment,Punjabi,Mizoram,Summer,Medium,Worried,AI,Pesticide,286,No,11,ask_advice,25/08/2024 03:49
मेरे गन्ना को बाजार की समस्या ने नुकसान पहुंचाया है।,उर्वरक का उपयोग करें।,Sugarcane,Market,Hindi,Andhra Pradesh,Winter,Low,Angry,AI,Fertilizer,1926,Yes,10,ask_advice,14/11/2024 23:34
धान की फसल बाजार की समस्या से खराब हो रही है।,कोई नहीं का उपयोग करें।,Rice,Market,Hindi,Karnataka,Rabi,High,Angry,AI,None,0,Yes,11,ask_advice,09/07/2024 22:50
ಎನ್ನ ಬಾಳೆ ಗ್ ಉಪಕರಣ ಸಮಸ್ಯೆ ರ್ದ್ ನಷ್ಟ ಆತ್ಂಡ್.,ಶಿಲೀಂಧ್ರನಾಶಕ ಸಿಂಪಿಲೆ।,Banana,Equipment,Tulu,Jharkhand,Kharif,Medium,Hopeful,Human,Fungicide,1715,No,8,ask_advice,12/04/2024 16:05
منہ چای منز کیڑہ آیو۔,ففوندناشک دا چھڑکاو کرو۔,Tea,Pest,Kashmiri,Chhattisgarh,Summer,Low,Frustrated,Human,Fungicide,932,Yes,5,ask_advice,26/03/2025 09:39
ಎನ್ನ ಗುಂಡುಬದನೆ ಡ್ ನೀರ್ ಕೊರತೆ ಆತ್ಂಡ್.,ಡ್ರಿಪ್ ನೀರಾವರಿ ಕಿಟ್ ಸಿಂಪಿಲೆ।,Brinjal,Water,Tulu,Andhra Pradesh,Zaid,Medium,Hopeful,Human,Drip Kit,3053,No,6,ask_advice,21/07/2024 09:52
ᱟᱢᱟᱜ ᱠᱟᱯᱟᱥ ᱨᱮ ᱥᱟᱡᱟᱜ ᱵᱟᱹᱜᱟᱱᱟ ᱦᱩᱭᱟᱠᱟᱱᱟ।,ᱫᱟᱜ ᱥᱤᱛᱮᱢ ᱠᱤᱛ ᱥᱤᱢᱯᱟᱹᱲᱤ ᱢᱮᱱᱟᱜᱼᱟ।,Cotton,Equipment,Santhali,Andhra Pradesh,Zaid,High,Hopeful,Human,Drip Kit,2617,Yes,6,ask_advice,04/09/2024 00:32
ᱟᱢᱟᱜ ᱫᱟᱜ ᱨᱮ ᱠᱤᱲᱟ ᱫᱟᱹᱭᱠᱟᱛᱮ ᱵᱷᱟᱹᱜᱟᱭ ᱦᱩᱭᱟᱠᱟᱱᱟ।,ᱠᱤᱲᱟᱱᱟᱥᱟᱜ ᱥᱤᱢᱯᱟᱹᱲᱤ ᱢᱮᱱᱟᱜᱼᱟ।,Rice,Pest,Santhali,Jharkhand,Winter,Medium,Neutral,Human,Pesticide,3130,No,7,ask_advice,20/03/2024 17:06
আমার আপেল এ জলের অভাব হয়েছে।,মাটি পরীক্ষা করুন এবং ফাঙ্গিসাইড প্রয়োগ করুন।,Apple,Water,Bengali,Maharashtra,Zaid,Medium,Neutral,AI,Fungicide,4304,No,6,ask_advice,01/07/2024 03:16
आलू के फसल बाजार के समस्या के कारण खराब हो रहल अछि।,खाद के छिड़काव करू।,Potato,Market,Maithili,Meghalaya,Summer,High,Neutral,Govt_Expert,Fertilizer,1949,No,12,ask_advice,30/06/2024 21:25
মোৰ পিঁয়াজ ত সঁজুলিৰ সমস্যাৰ আক্ৰমণ হৈছে।,ড্ৰিপ ইৰিগেচন কিট স্প্ৰে কৰক।,Onion,Equipment,Assamese,Bihar,Kharif,High,Hopeful,AI,Drip Kit,4796,Yes,7,ask_advice,16/02/2025 12:17
మా ఉల్లిపాయ కి మార్కెట్ సమస్య నష్టం కలిగింది.,ఎరువు స్ప్రే చేయండి.,Onion,Market,Telugu,Andhra Pradesh,Summer,Low,Angry,Govt_Expert,Fertilizer,2762,Yes,22,ask_advice,25/06/2024 01:06
ᱠᱚᱯᱷᱤ ᱨᱮᱫᱚ ᱥᱟᱡᱟᱜ ᱵᱟᱹᱜᱟᱱᱟ ᱫᱟᱹᱭᱠᱟᱛᱮ ᱵᱷᱟᱹᱜᱟᱭ ᱦᱩᱭᱟᱠᱟᱱᱟ।,ᱠᱤᱲᱟᱱᱟᱥᱟᱜ ᱵᱮᱵᱷᱟᱨ ᱢᱮᱱᱟᱜᱼᱟ।,Coffee,Equipment,Santhali,Meghalaya,Kharif,Medium,Neutral,AI,Pesticide,136,No,7,ask_advice,25/01/2025 19:50
ঐগী গম দা বজাৰগী সমস্যা গী আক্রমণ ওইরে।,কীটনাশক স্প্রে কৰবা।,Wheat,Market,Manipuri,Himachal Pradesh,Summer,Low,Hopeful,NGO,Pesticide,681,Yes,8,ask_advice,12/04/2024 14:12
बाजरा की फसल उपकरण की समस्या से खराब हो रही है।,कीटनाशक का छिड़काव करें।,Millets,Equipment,Hindi,Nagaland,Monsoon,Medium,Frustrated,AI,Pesticide,1528,Yes,11,ask_advice,09/05/2024 01:11
ಎನ್ನ ಅರಿ ಗ್ ಉಪಕರಣ ಸಮಸ್ಯೆ ರ್ದ್ ನಷ್ಟ ಆತ್ಂಡ್.,ಡ್ರಿಪ್ ನೀರಾವರಿ ಕಿಟ್ ಬಳಕೆ ಮಲ್ಪುಲೆ।,Rice,Equipment,Tulu,Chhattisgarh,Kharif,Medium,Neutral,Govt_Expert,Drip Kit,3749,Yes,8,ask_advice,25/01/2024 09:01
ஆப்பிள் பயிர் பூச்சிகள் காரணமாக பாதிக்கப்பட்டுள்ளது.,எதுவுமில்லை பயன்படுத்தவும்.,Apple,Pest,Tamil,Bihar,Rabi,Medium,Frustrated,Human,None,0,No,26,ask_advice,26/04/2025 14:27
منہ بینگن کو موسم دی پریشانی نی نقصان کرو۔,کہین نہ استیمال کرو۔,Brinjal,Weather,Kashmiri,Rajasthan,Rabi,Medium,Frustrated,AI,None,0,No,9,ask_advice,10/06/2024 01:14
माझ्या टोमॅटो ला हवामान समस्या ने नुकसान केले आहे.,मातीची तपासणी करा आणि ठिबक सिंचन किट लावा.,Tomato,Weather,Marathi,Gujarat,Winter,High,Hopeful,Human,Drip Kit,4013,Yes,9,ask_advice,05/01/2024 00:52
মোৰ চাহ ত বতৰৰ সমস্যাৰ আক্ৰমণ হৈছে।,ড্ৰিপ ইৰিগেচন কিট স্প্ৰে কৰক।,Tea,Weather,Assamese,Kerala,Kharif,Low,Hopeful,Private,Drip Kit,1998,No,7,ask_advice,11/02/2025 21:19
మా రాగి కి పురుగులు నష్టం కలిగింది.,నేలను పరీక్షించి ఏమీ లేదు వాడండి.,Ragi,Pest,Telugu,Sikkim,Summer,High,Frustrated,NGO,None,0,Yes,17,ask_advice,25/05/2024 23:21
মোৰ কপাহ ত সঁজুলিৰ সমস্যা হৈছে।,একো নাই স্প্ৰে কৰক।,Cotton,Equipment,Assamese,Telangana,Rabi,Low,Neutral,Govt_Expert,None,0,Yes,6,ask_advice,16/08/2024 19:08
منہ پیاز کو پانی دی کمی نی نقصان کرو۔,ایریگیشن پمپ استیمال کرو۔,Onion,Water,Kashmiri,Jharkhand,Zaid,Medium,Hopeful,NGO,Irrigation Pump,3405,Yes,9,ask_advice,01/05/2025 16:33
माझ्या सफरचंद ला हवामान समस्या ने नुकसान केले आहे.,मातीची तपासणी करा आणि बुरशीनाशक लावा.,Apple,Weather,Marathi,Himachal Pradesh,Summer,High,Frustrated,NGO,Fungicide,2149,Yes,9,ask_advice,02/09/2024 15:09
ಅರಿ ಬೆಳೆ ಉಪಕರಣ ಸಮಸ್ಯೆ ದ ಕಾರಣೊರ್ದು ಹಾಳಾತ್ಂಡ್.,ಶಿಲೀಂಧ್ರನಾಶಕ ಸಿಂಪಿಲೆ।,Rice,Equipment,Tulu,Madhya Pradesh,Zaid,High,Frustrated,Private,Fungicide,3169,Yes,7,ask_advice,23/01/2024 17:30
कपास की फसल पानी की कमी से खराब हो रही है।,ड्रिप किट का उपयोग करें।,Cotton,Water,Hindi,Jharkhand,Zaid,Medium,Worried,AI,Drip Kit,1431,Yes,11,ask_advice,17/07/2024 03:52
ಎನ್ನ ಕಾಳು ಗ್ ಕಿರ ರ್ದ್ ನಷ್ಟ ಆತ್ಂಡ್.,ಮಣ್ಣ್ ಪರಿಶೀಲನೆ ಮಲ್ತ್ ನೀರಾವರಿ ಪಂಪ್ ಹಾಕುಲೆ।,Pulses,Pest,Tulu,Himachal Pradesh,Kharif,High,Neutral,AI,Irrigation Pump,2819,No,7,ask_advice,30/04/2025 07:38
ನನ್ನ ಮಸಾಲೆ ಗೆ ಹವಾಮಾನ ಸಮಸ್ಯೆ ನಷ್ಟವನ್ನುಂಟುಮಾಡಿದೆ.,ಮಣ್ಣನ್ನು ಪರೀಕ್ಷಿಸಿ ಮತ್ತು ನೀಮ್ ಎಣ್ಣೆ ಹಾಕಿ.,Spices,Weather,Kannada,Chhattisgarh,Summer,Low,Hopeful,Human,Neem Oil,701,No,23,ask_advice,08/04/2025 04:28
ତୁଳା ଫସଲ ବଜାର ସମସ୍ୟା କାରଣରୁ ନଷ୍ଟ ହେଉଛି।,ମାଟି ପରୀକ୍ଷା କରନ୍ତୁ ଏବଂ ନିମ ତେଲ ଲଗାନ୍ତୁ।,Cotton,Market,Odia,Punjab,Summer,Low,Hopeful,NGO,Neem Oil,2394,No,7,ask_advice,17/09/2024 22:58
ਮੇਰੀ ਕੇਲਾ ਨੂੰ ਕੀੜੇ ਨੇ ਨੁਕਸਾਨ ਪਹੁੰਚਾਇਆ ਹੈ।,ਖਾਦ ਵਰਤੋਂ।,Banana,Pest,Punjabi,Uttar Pradesh,Zaid,Low,Neutral,Human,Fertilizer,2899,No,8,ask_advice,17/11/2024 05:01
ᱟᱞᱩ ᱨᱮᱫᱚ ᱥᱟᱡᱟᱜ ᱵᱟᱹᱜᱟᱱᱟ ᱫᱟᱹᱭᱠᱟᱛᱮ ᱵᱷᱟᱹᱜᱟᱭ ᱦᱩᱭᱟᱠᱟᱱᱟ।,ᱵᱟᱝ ᱢᱮᱱᱟᱜᱼᱟ ᱵᱮᱵᱷᱟᱨ ᱢᱮᱱᱟᱜᱼᱟ।,Potato,Equipment,Santhali,Telangana,Rabi,Low,Neutral,AI,None,0,No,7,ask_advice,17/01/2025 03:19
தேநீர் பயிர் நீர் பற்றாக்குறை காரணமாக பாதிக்கப்பட்டுள்ளது.,மண்ணை சோதித்து உரம் பயன்படுத்தவும்.,Tea,Water,Tamil,Jharkhand,Winter,Low,Hopeful,Human,Fertilizer,1807,Yes,29,ask_advice,19/05/2024 10:23
தக்காளி பயிர் நீர் பற்றாக்குறை காரணமாக பாதிக்கப்பட்டுள்ளது.,மண்ணை சோதித்து பூஞ்சாண நாசினி பயன்படுத்தவும்.,Tomato,Water,Tamil,Chhattisgarh,Zaid,High,Angry,Human,Fungicide,1391,No,29,ask_advice,14/10/2024 18:07
ᱟᱢᱟᱜ ᱢᱚᱥᱞᱟ ᱨᱮ ᱥᱟᱡᱟᱜ ᱵᱟᱹᱜᱟᱱᱟ ᱫᱟᱹᱭᱠᱟᱛᱮ ᱵᱷᱟᱹᱜᱟᱭ ᱦᱩᱭᱟᱠᱟᱱᱟ।,ᱱᱤᱢ ᱛᱮᱞ ᱥᱤᱢᱯᱟᱹᱲᱤ ᱢᱮᱱᱟᱜᱼᱟ।,Spices,Equipment,Santhali,Kerala,Winter,Low,Frustrated,Human,Neem Oil,1579,No,8,ask_advice,05/04/2025 17:28
અમારા કોફી માં બજાર સમસ્યા થયા છે.,ફૂગનાશક નો ઉપયોગ કરો.,Coffee,Market,Gujarati,Karnataka,Zaid,Low,Frustrated,Govt_Expert,Fungicide,4317,Yes,7,ask_advice,20/02/2024 07:53
म्हारा रागी में मौसम री समस्या हो गया है।,खाद रो छिड़काव करो।,Ragi,Weather,Rajasthani,Manipur,Zaid,Low,Hopeful,Govt_Expert,Fertilizer,2571,Yes,9,ask_advice,01/02/2025 01:10
మా గోధుమ కి సామగ్రి సమస్య నష్టం కలిగింది.,ఫంగిసైడ్ స్ప్రే చేయండి.,Wheat,Equipment,Telugu,Arunachal Pradesh,Winter,High,Neutral,AI,Fungicide,252,Yes,20,ask_advice,19/04/2024 10:02
എന്റെ ഉരുളക്കിഴങ്ങ് ന് വെള്ളത്തിന്റെ കുറവ് നാശം വരുത്തി.,മണ്ണ് പരിശോധിച്ച് കീടനാശിനി പ്രയോഗിക്കുക.,Potato,Water,Malayalam,Assam,Rabi,Medium,Hopeful,AI,Pesticide,4460,No,28,ask_advice,27/12/2024 14:13
मेरे आलू को कीड़े ने नुकसान पहुंचाया है।,उर्वरक का छिड़काव करें।,Potato,Pest,Hindi,Gujarat,Zaid,Medium,Hopeful,NGO,Fertilizer,3869,Yes,8,ask_advice,20/09/2024 00:11
ଟମାଟୋ ଫସଲ କୀଟ କାରଣରୁ ନଷ୍ଟ ହେଉଛି।,ସିଞ୍ଚନ ପମ୍ପ ସ୍ପ୍ରେ କରନ୍ତୁ।,Tomato,Pest,Odia,Manipur,Zaid,Medium,Neutral,Private,Irrigation Pump,4581,No,6,ask_advice,17/09/2024 06:47
మా టీ కి వాతావరణ సమస్య నష్టం కలిగింది.,ఫంగిసైడ్ వాడండి.,Tea,Weather,Telugu,Andhra Pradesh,Monsoon,High,Hopeful,Private,Fungicide,1656,No,19,ask_advice,08/11/2024 10:41
நெல் பயிர் சந்தை பிரச்சனை காரணமாக பாதிக்கப்பட்டுள்ளது.,மண்ணை சோதித்து சொட்டு நீர்ப்பாசன கருவி பயன்படுத்தவும்.,Rice,Market,Tamil,Bihar,Rabi,Low,Worried,Human,Drip Kit,4871,Yes,27,ask_advice,07/11/2024 06:33
എന്റെ സവോള ന് പോഷകാഹാരക്കുറവ് നാശം വരുത്തി.,വേപ്പെണ്ണ ഉപയോഗിക്കുക.,Onion,Nutrient,Malayalam,Nagaland,Monsoon,High,Worried,AI,Neem Oil,1170,No,21,ask_advice,30/12/2024 00:36
ঐগী চাউ দা বজাৰগী সমস্যা ওইরে।,মাটি পৰীক্ষা কৰি কীটনাশক প্রয়োগ কৰবা।,Rice,Market,Manipuri,Sikkim,Rabi,Medium,Frustrated,Human,Pesticide,3390,No,6,ask_advice,21/12/2024 02:14
ମୋ ତୁଳା କୁ ଉପକରଣ ସମସ୍ୟା ଦ୍ୱାରା କ୍ଷତି ହେଉଛି।,ଫଙ୍ଗିସାଇଡ୍ ସ୍ପ୍ରେ କରନ୍ତୁ।,Cotton,Equipment,Odia,Goa,Rabi,Medium,Hopeful,AI,Fungicide,2520,Yes,8,ask_advice,23/03/2024 15:18
ᱟᱢᱟᱜ ᱠᱮᱨᱟ ᱨᱮ ᱫᱟᱜ ᱵᱟᱹᱜᱟᱱᱟ ᱦᱩᱭᱟᱠᱟᱱᱟ।,ᱱᱤᱢ ᱛᱮᱞ ᱵᱮᱵᱷᱟᱨ ᱢᱮᱱᱟᱜᱼᱟ।,Banana,Water,Santhali,Tripura,Summer,Medium,Angry,NGO,Neem Oil,2928,No,6,ask_advice,16/01/2025 23:40
எனது வாழைப்பழம் க்கு உபகரண பிரச்சனை தாக்குதல் உள்ளது.,நீர்ப்பாசன பம்பு பயன்படுத்தவும்.,Banana,Equipment,Tamil,Odisha,Winter,Low,Worried,Human,Irrigation Pump,957,No,26,ask_advice,24/04/2024 19:42
ঐগী টমেটো দা ৰোগ গী আক্রমণ ওইরে।,চাৰ স্প্রে কৰবা।,Tomato,Disease,Manipuri,Odisha,Winter,Low,Angry,Private,Fertilizer,2424,Yes,7,ask_advice,14/06/2024 11:00
ಎನ್ನ ಬಾಳೆ ಡ್ ವಾತಾವರಣ ಸಮಸ್ಯೆ ಆತ್ಂಡ್.,ಮಣ್ಣ್ ಪರಿಶೀಲನೆ ಮಲ್ತ್ ಶಿಲೀಂಧ್ರನಾಶಕ ಹಾಕುಲೆ।,Banana,Weather,Tulu,Assam,Zaid,High,Angry,NGO,Fungicide,2008,Yes,6,ask_advice,24/05/2024 12:24
മാമ്പഴം വിള വെള്ളത്തിന്റെ കുറവ് മൂലം നശിക്കുന്നു.,നനവ് പമ്പ് ഉപയോഗിക്കുക.,Mango,Water,Malayalam,Andhra Pradesh,Winter,Low,Hopeful,Private,Irrigation Pump,3851,No,24,ask_advice,06/02/2025 05:49
म्हारा मसालो ने पाणी रो अभाव से नुकसान भयो है।,माटी रो परीक्षण करो अर फफूंदनाशक लगावो।,Spices,Water,Rajasthani,Jharkhand,Monsoon,Low,Neutral,Govt_Expert,Fungicide,4342,Yes,10,ask_advice,17/04/2025 10:00
કપાસ નું પાક પાણીની અછત ને કારણે ખરાબ થઈ રહ્યું છે.,ખાતર નો છંટકાવ કરો.,Cotton,Water,Gujarati,Kerala,Summer,High,Worried,Human,Fertilizer,3901,No,11,ask_advice,08/03/2024 14:37
எனது கோதுமை இல் சந்தை பிரச்சனை உள்ளன.,நீர்ப்பாசன பம்பு தெளிக்கவும்.,Wheat,Market,Tamil,Gujarat,Winter,High,Worried,Human,Irrigation Pump,4216,Yes,18,ask_advice,01/11/2024 23:08
سیب دی فصل بیماری کی وجہ سی خراب ہو رہی ہے۔,کہین نہ استیمال کرو۔,Apple,Disease,Kashmiri,Himachal Pradesh,Rabi,Low,Frustrated,AI,None,0,No,11,ask_advice,20/05/2024 03:54
